-0.912576,-0.17254591,0.27819386
-0.92481834,-0.33377737,0.30901775
-0.6041236,-0.9999479,-0.9949859
-0.96620315,-0.99999917,0.094629236
-0.9717399,-0.9999994,0.32634068
0.2892092,0.24301946,-0.99936706
-0.92673373,-0.9999973,-0.7148183
0.69202584,0.8364213,0.10886478
0.9758662,-0.48569384,-1.0
0.50469595,0.8859829,-0.024905872
-0.44790408,-0.99990535,-0.99816936
0.9171079,0.34950298,-0.9999986
-0.9685447,-0.9999994,0.2032411
-0.97142935,-0.99999934,0.31526276
-0.0339346,0.8678146,0.032821067
0.8278965,0.6769347,0.37702602
-0.97028613,-0.9999995,0.27496478
-0.9637268,-0.999999,-0.013454784
-0.96120006,-0.9999989,-0.115261234
-0.9549687,-0.9999986,-0.29564047
-0.8181071,-0.9999873,-0.9636297
-0.84668815,-0.99999064,-0.94565743
-0.9115354,-0.9999962,-0.8089422
-0.9661095,-0.99999917,0.090399325
-0.9628063,-0.99999917,-0.05158477
0.84538954,-0.9872695,-0.9999999
-0.2965276,0.69903684,-0.96183896
-0.96661776,-0.99999917,0.1134451
-0.96502095,-0.9999991,0.04206943
-0.9562643,-0.99999875,-0.26246825
-0.955319,-0.9999987,-0.2868387
-0.12302185,0.26402488,-0.995219
-0.91995186,-0.9999967,-0.76312655
-0.94158226,-0.9999979,-0.5531285
-0.97197723,-0.9999994,0.33484796
-0.23232055,-0.99982667,-0.9994607
0.5853829,-0.9977848,-0.99999756
0.7479537,0.7918525,0.19973971
-0.9710083,-0.99999934,0.30032477
-0.9725828,-0.9999995,0.3567788
0.8352967,-0.98863345,-0.9999999
-0.9664729,-0.9999993,0.10684713
-0.97240484,-0.9999994,0.35030505
0.9110885,0.5063683,0.53167284
-0.9689036,-0.9999992,0.2203399
0.73829293,0.80077124,0.18317652
-0.97028834,-0.9999995,0.2750414
-0.9271399,-0.36864865,0.3153976
-0.96512616,-0.9999991,0.046674863
-0.9538872,-0.9999985,-0.3220506
-0.9673147,-0.9999993,0.14550203
0.0140808355,0.8703676,0.026403753
-0.96239257,-0.99999905,-0.06833523
-0.87978166,0.18594286,0.21252003
-0.9484255,-0.99999833,-0.43908998
-0.9686084,-0.9999993,0.20627472
-0.97296304,-0.9999995,0.370578
-0.90992373,-0.13931336,0.27208495
-0.9246479,-0.3314504,0.30855218
-0.9258437,-0.34789783,0.31186396
